,etp
6350,101.524014757252
19025,61.4074619701676
2907,88.8805112108771
2490,76.9329667333788
11284,58.6478582517808
6005,66.3836976926063
18584,109.068227032196
16698,55.5968252113164
17183,94.6151263361794
2206,139.309899664355
348,124.455873789496
17920,61.7330763494631
7811,104.876965159551
5149,94.6446368069959
16651,70.4914707191128
14074,149.772129772572
3637,91.6993521943028
14084,154.740411794138
13974,51.2766987352805
5356,70.0826527944139
14734,127.872358801845
13617,113.938842108842
6138,59.2982017817716
11536,67.6692815279316
1687,106.143164546991
11049,108.80594921162
14406,59.0777400558672
14891,121.10249447209
11829,168.207877606502
11117,62.3799919468171
16596,93.9362242894281
12569,53.0762844628032
8771,114.8461056939
4992,106.831119482353
4586,107.13199506572
11568,100.188187545831
8441,53.9142035952115
18189,133.5244045611
5417,56.7902296824841
12647,101.530458610375
17902,90.4532938044068
5273,71.205035533643
5753,57.7289929506302
6026,102.603636284927
13241,56.5703794624216
6437,61.1229523970357
616,64.621632974186
7005,127.214042193417
1011,90.7639718083268
18814,103.885903535657
17139,70.3725837651356
18371,97.6899081442944
18421,81.5528710765602
17425,87.3814971415416
8634,70.6318424387743
8369,71.4397375745497
15162,57.8644452935842
15984,98.4811511556677
17419,81.8815380942163
19160,114.634346022163
15575,100.3434647978
3834,65.0383671632748
2812,66.429704585307
17070,61.1150478885397
6486,66.3493804851556
862,152.132850657241
17314,92.5851524076183
16941,122.709233105535
3793,97.8018967711206
4856,149.800557538303
13564,59.862645318002
7316,131.509849917527
4421,60.2675835393037
18615,75.4038504044268
13781,56.2041546841742
13123,105.891843290036
16247,108.880054739146
254,122.306542227774
14106,51.6981212306294
1828,67.3607632574202
7319,127.864078331852
18432,93.4202856379472
961,99.2602073174313
2463,75.4774573175589
11411,109.974945772632
2736,108.762534858021
3010,139.929441168418
15051,83.3424230450357
18924,87.4404862293591
15778,107.222116134402
7111,98.8966351394755
13998,58.9914840220095
1574,116.548572569298
17967,67.5447080324537
4297,104.457795809263
2429,86.6291622439965
9966,66.2072739018622
234,59.7142493693449
2437,109.652305854453
9686,111.160886053032
5755,86.7847402070124
19075,102.820885460054
13842,59.9613033973174
13119,89.3475214484753
3342,81.1916917936104
1206,69.9745626082505
10234,100.71138391943
11879,101.150176694486
2245,115.606204777387
8602,95.0037624054069
5640,114.181372924993
9110,102.361516298366
1720,81.7442881873387
75,97.4968632770497
4755,92.5453002579134
11066,100.845454337019
18202,100.664256275108
9018,82.1765426686087
6728,129.884922467637
14878,104.951576022397
14476,63.6948889354456
2356,69.8526682309998
4245,156.690200245927
14076,130.88982498063
17805,150.287643213852
