"","station","month","prec","temp","etp","etr","def","exc","wb"
"262","-45.25_-22.75",10,128.042058823529,19.3471347248577,78.1731754825093,78.1731754825093,0,49.8688833410202,49.8688833410202
"263","-45.25_-22.75",11,176.969705882353,19.948568627451,84.4662958161991,84.4662958161991,0,92.5034100661539,92.5034100661539
"264","-45.25_-22.75",12,252.661470588235,20.6295540796964,96.1987739649868,96.1987739649868,0,156.462696623248,156.462696623248
"265","-45.25_-22.5",1,273.435294117647,21.0851043643264,97.4378968025975,97.4378968025975,0,175.99739731505,175.99739731505
"266","-45.25_-22.5",2,203.160294117647,21.2013651840046,89.6079634804539,89.6079634804539,0,113.552330637193,113.552330637193
"267","-45.25_-22.5",3,198.965294117647,20.3542789373814,88.0139535485531,88.0139535485531,0,110.951340569094,110.951340569094
"268","-45.25_-22.5",4,93.395,18.7321960784314,68.7211377843487,68.7211377843487,0,24.6738622156513,24.6738622156513
"269","-45.25_-22.5",5,62.6002941176471,16.0884629981025,50.3137038024164,50.3137038024164,0,12.2865903152307,12.2865903152307
"270","-45.25_-22.5",6,35.7358823529412,14.777362745098,39.725967781899,39.6474121503203,0.0785556315786522,0,-0.0785556315786522
"271","-45.25_-22.5",7,36.2538235294118,14.4171821631879,38.8543759852911,38.7204427276433,0.13393325764779,0,-0.13393325764779
"272","-45.25_-22.5",8,32.0629411764706,15.9200948766603,48.3577790770774,46.1403864691628,2.21739260791465,0,-2.21739260791465
"273","-45.25_-22.5",9,84.3064705882353,17.6656960784314,60.1465792272571,60.1465792272571,0,3.70429707267524,3.70429707267524
"274","-45.25_-22.5",10,128.042058823529,19.3471347248577,78.1564588789851,78.1564588789851,0,49.8855999445443,49.8855999445443
"275","-45.25_-22.5",11,176.969705882353,19.948568627451,84.3967521018326,84.3967521018326,0,92.5729537805203,92.5729537805203
"276","-45.25_-22.5",12,252.661470588235,20.6295540796964,96.0829550661977,96.0829550661977,0,156.578515522038,156.578515522038
"277","-45_-23.25",1,251.319117647059,21.8911290322581,103.029311007398,103.029311007398,0,148.289806639661,148.289806639661
"278","-45_-23.25",2,206.495294117647,22.0845008693132,95.35403770162,95.35403770162,0,111.141256416027,111.141256416027
"279","-45_-23.25",3,206.699117647059,21.158320683112,92.7226531231039,92.7226531231039,0,113.976464523955,113.976464523955
"280","-45_-23.25",4,118.909705882353,19.6137450980392,72.6583282327633,72.6583282327633,0,46.2513776495897,46.2513776495897
"281","-45_-23.25",5,77.7420588235294,17.2011669829222,54.4662025859001,54.4662025859001,0,23.2758562376293,23.2758562376293
"282","-45_-23.25",6,49.6405882352941,16.0042156862745,43.6582023620566,43.6582023620566,0,5.98238587323748,5.98238587323748
"283","-45_-23.25",7,54.9761764705882,15.5083870967742,41.9937514310014,41.9937514310014,0,12.9824250395868,12.9824250395868
"284","-45_-23.25",8,44.4002941176471,16.6982163187856,50.2697272532884,50.1007972075343,0.168930045754045,0,-0.168930045754045
"285","-45_-23.25",9,99.4635294117647,18.0019215686275,59.7820471628992,59.7820471628992,0,33.9809791589782,33.9809791589782
"286","-45_-23.25",10,139.259411764706,19.4884155597723,76.798390723466,76.798390723466,0,62.4610210412399,62.4610210412399
"287","-45_-23.25",11,174.480588235294,20.268,84.8149715553892,84.8149715553892,0,89.6656166799049,89.6656166799049
"288","-45_-23.25",12,228.116470588235,21.2274762808349,99.530817408385,99.530817408385,0,128.58565317985,128.58565317985
"289","-45_-23",1,251.319117647059,21.8911290322581,102.898455534529,102.898455534529,0,148.42066211253,148.42066211253
"290","-45_-23",2,206.495294117647,22.0845008693132,95.2608398707589,95.2608398707589,0,111.234454246888,111.234454246888
"291","-45_-23",3,206.699117647059,21.158320683112,92.6779811715374,92.6779811715374,0,114.021136475521,114.021136475521
"292","-45_-23",4,118.909705882353,19.6137450980392,72.673690827184,72.673690827184,0,46.236015055169,46.236015055169
"293","-45_-23",5,77.7420588235294,17.2011669829222,54.5166440355742,54.5166440355742,0,23.2254147879552,23.2254147879552
"294","-45_-23",6,49.6405882352941,16.0042156862745,43.723976762881,43.723976762881,0,5.91661147241314,5.91661147241314
"295","-45_-23",7,54.9761764705882,15.5083870967742,42.0618586114057,42.0618586114057,0,12.9143178591825,12.9143178591825
"296","-45_-23",8,44.4002941176471,16.6982163187856,50.3298766863198,50.1575007651334,0.172375921186323,0,-0.172375921186323
"297","-45_-23",9,99.4635294117647,18.0019215686275,59.8111954332432,59.8111954332432,0,33.8951273310351,33.8951273310351
"298","-45_-23",10,139.259411764706,19.4884155597723,76.7818535195701,76.7818535195701,0,62.4775582451357,62.4775582451357
"299","-45_-23",11,174.480588235294,20.268,84.7447186351981,84.7447186351981,0,89.735869600096,89.735869600096
"300","-45_-23",12,228.116470588235,21.2274762808349,99.4103053910189,99.4103053910189,0,128.706165197216,128.706165197216
"301","-45_-22.75",1,273.435294117647,21.0851043643264,97.5611110922286,97.5611110922286,0,175.874183025418,175.874183025418
"302","-45_-22.75",2,203.160294117647,21.2013651840046,89.6951176650688,89.6951176650688,0,113.465176452578,113.465176452578
"303","-45_-22.75",3,198.965294117647,20.3542789373814,88.0561022724789,88.0561022724789,0,110.909191845168,110.909191845168
"304","-45_-22.75",4,93.395,18.7321960784314,68.7067236161571,68.7067236161571,0,24.6882763838429,24.6882763838429
"305","-45_-22.75",5,62.6002941176471,16.0884629981025,50.2675912368786,50.2675912368786,0,12.3327028807685,12.3327028807685
"306","-45_-22.75",6,35.7358823529412,14.777362745098,39.6668655922166,39.5906049749096,0.0762606173070068,0,-0.0762606173070068
"307","-45_-22.75",7,36.2538235294118,14.4171821631879,38.792175520519,38.663615205618,0.128560314901058,0,-0.128560314901058
